01-10-2025,45,0.75
02-10-2025,30,0.50
03-10-2025,20,0.33
04-10-2025,30,0.50
05-10-2025,120,2.00
06-10-2025,60,1.00
07-10-2025,190,3.17
08-10-2025,90,1.50
Number of days: 8
Grand Total: 585 min (9.75 hours)
